label,tweet
sadness,Saya pikir tidak ada yang salah dengan merasa rindu kampung halaman
sadness,Saya pikir tidur lebih banyak itu baik karena saya merasa kurang tidur sepanjang mussaya panas
sadness,Saya pikir yang paling umum yang dialami semua orang adalah perasaan malapetaka dan kesuraman di mana Anda merasa seperti sesuatu yang tragis baru saja terjadi
sadness,Saya pindah dan saya merasa kasihan pada Anda karena saya pikir Anda adalah anak laki-laki paling menakjubkan yang pernah ada
sadness,Saya pindah ke uni hari ini dan saya merasa sangat rindu kampung halaman dan kesepian dan tidak berguna dan bagian dari saya mengatakan fuck it pulang dan mendapatkan pekerjaan dan sod gelar
sadness,Saya pingsan tadi malam pada jam larut dan saya masih merasa sedikit pusing pagi ini
sadness,"Saya pribadi bahagia, bersyukur dan merangkul setiap saat, tetapi saya merasa bahwa patriotisme saya disalahgunakan"
sadness,"Saya pribadi merasa bahwa saya melakukan kejahatan ini harus dihukum secara pubis apakah dia termasuk dalam kasta, keyakinan, warna kulit, kelompok elit atau mogul mana pun;"
sadness,Saya pribadi merasa bahwa setiap pemerkosa harus dihukum dengan keras jika tidak digantung
sadness,Saya pribadi merasa bahwa URL itu sedikit-dan setelah beberapa saat saya mulai merasa kesal dengan bagaimana egois itu terdengar
sadness,Saya pribadi merasa mereka ditakdirkan untuk finis terakhir di NL Central tanpa roda penggerak kunci ini untuk tsaya kejuaraan mana pun
sadness,"Saya pribadi tidak melakukannya dengan baik, saya merasa lesu tanpa energi dan dengan"
sadness,Saya puas dengan angsuran terakhir dan merasa sedikit melankolis
sadness,Saya pulang dengan perasaan pasrah
sadness,Saya pulang ke rumah dengan perasaan lelah dan putus asa
sadness,"Saya pulang ke rumah dengan perasaan sangat kurang tidur dan menghabiskan seminggu terjebak pada semua email dan panggilan telepon pasca konferensi yang berbeda, belum lagi tidur dan cucian"
sadness,Saya pulang ke rumah dengan perasaan tertekan
sadness,Saya pulang ke rumah hari itu merasa sangat putus asa di semua tanah yang harus saya perbaiki tetapi dengan hati saya bertekad untuk memenuhi takdir saya
sadness,"Saya pulang ke rumah, saya biasanya merasa lelah dan lelah"
sadness,"Saya pulang ke rumah, saya merasa sangat kosong"
sadness,"Saya pulang lebih awal, saya memergoki putri saya yang berusia setahun berhubungan seks dan saya merasa hancur"
sadness,Saya punya cukup banyak teman di sini tetapi bagaimana saya bisa merasa sangat kesepian
sadness,Saya punya firasat bahwa dalam beberapa bulan mendatang Partai Republik akan mencoba memanfaatkan perasaan ketidakpuasan secara keseluruhan ini
sadness,Saya punya ide bagus untuk posting tetapi saya merasa terlalu rendah untuk menulisnya
sadness,Saya punya kerupuk ritz di laci meja saya karena mereka adalah sesuatu yang sakit makan bahkan ketika saya merasa jelek dan atau tidak ingin makan
sadness,"Saya punya perasaan itu akan segera menjadi buku berat yang agak berantakan yang tidak ingin dilihat siapa pun, tetapi saya rasa itu akan berarti dunia bagi saya"
sadness,Saya punya perasaan itu bisa menjadi pengalaman yang tidak menyenangkan bekerja dengannya
sadness,Saya punya perasaan sakit bahwa petualangan bus jam kami akan-
sadness,Saya punya perasaan saya memilikinya tetapi memutuskan untuk membelinya yang merupakan langkah bodoh
sadness,"Saya punya teman yang sedih, merasa ditolak dari dunia, saya pikir saya akhirnya menyadari bahwa teman tidak seperti yang saya pikirkan"
sadness,"Saya ragu bahwa siapa pun akan menemukan solusi hitam dan putih di dalamnya, tetapi itu pasti menempatkan tingkat pemahaman baru tentang apa yang terjadi di perbatasan kita sekarang dan harus membuat siapa pun yang melemparkan julukan pada anak-anak imigran merasa malu pada diri mereka sendiri, tetapi saya ragu apakah itu akan terjadi"
sadness,Saya rindu tidak merasa bersalah atas begitu banyak hal karena saya bereaksi dengan cara yang mengerikan atau mengatakan tidak kepada anak-anak saya hanya demi mengatakan tidak
sadness,Saya sakit kepala dan merasa cengeng
sadness,Saya salah berkali-kali sehingga saya merasa agak malu memikirkan kembali sekarang
sadness,Saya sama sekali tidak ingin mempelajari hal-hal yang tidak penting itu
sadness,Saya sama sekali tidak memiliki siapa pun untuk berpaling ketika saya merasa bermasalah dan saya bahkan tidak melebih-lebihkan ketika saya mengatakan itu
sadness,Saya sama sekali tidak mengeluh atau merengek atau merasa tidak tahu berterima kasih
sadness,Saya sampai di meja saya pukul sembilan merasa lelah dan lelah dan pemarah untuk pulang dan bergegas melalui daftar tugas saya dan marah karena saya belum menyelesaikannya
sadness,"Saya sampai di toko ini dan merasa hampir kalah, saya memberi tahu ibu saya bahwa akan sangat gila jika mereka tidak memiliki layanan percetakan"
sadness,Saya sampai ke sisi lain bulan dan mungkin memperpanjang daripada minum anggur itu dan bangun dengan perasaan sedih karena saya tidak menyelesaikan apa yang saya mulai
sadness,Saya sampai pada kesadaran bahwa saya sering merasa disalahkan atau disalahkan atas hal-hal yang benar-benar di luar kendali saya
sadness,"Saya sampai pada sebuah teori di mana bahkan jika Anda merasa bahwa Anda tidak ingin mendengar kebenaran pada akhirnya, Anda harus menghadapinya untuk kasus saya, saya harus membacanya, yang merupakan perasaan menyesal bagi saya"
sadness,"Saya sangat bahagia selama dua bulan terakhir ini, Anda memberi saya begitu banyak sehingga saya merasa tidak tahu berterima kasih, mengakui bahwa saya pikir saya membutuhkan lebih banyak"
sadness,"Saya sangat baru untuk blogging dan saya merasa sedikit bodoh menulis ini namun jika itu akan membantu saya mengatasi stres saya, saya akan mencobanya"
sadness,"Saya sangat berharap jadi saya merasa sangat terisolasi sekarang dan di atas perasaan kewalahan, bingung, kesepian, stres dan gugup, itu benar-benar sulit saat ini"
sadness,Saya sangat berharap kalian dapat memahami bahwa beberapa hal yang saya lakukan benar-benar karena saya merasa ditolak atau tidak tepat di tempat itu
sadness,Saya sangat ingin tahu mengapa saya merasa tidak bahagia dan tidak puas
sadness,Saya sangat jengkel karena saya hanya tahu saya tidak hamil dan saya membuang-buang waktu dan merasa buruk tanpa alasan
sadness,Saya sangat kenyang dan rasa yang enak membantu menjaga saya dari perasaan kekurangan
sadness,Saya sangat lelah berpura-pura semuanya hebat dan memang semuanya cukup bagus namun saya merasa tidak puas
sadness,Saya sangat mencoba memahami mengapa perasaan saya harus diabaikan
sadness,Saya sangat mengerti merasa seperti sepasang sepatu cokelat jelek di dunia tuksedo desainer lengkap dengan manset berlian
sadness,"Saya sangat menghargai ini bahkan berpikir saya bukan orang Kristen, jenis doa apa pun diterima dan saya merasa sangat tersesat dan keluar dari itu"
sadness,Saya sangat menyesal Anda merasa sangat sedih
sadness,Saya sangat menyesal mendengar Anda merasa sangat lelah
sadness,Saya sangat menyukai kuas tetapi sejak kembali dari isak tangis Spanyol dan rilis teknik nyata saya mulai menggunakan sikat wajah ahli untuk alas bedak cair saya dan sikat bubuk mineral Sephora duduk di belakang koleksi saya merasa tidak dicintai
sadness,"Saya sangat menyukainya dan saya senang melihat ke mana semua ini akan membawa kita, tetapi di sisi lain saya merasa bahwa drama ini tampaknya agak berantakan"
sadness,Saya sangat merekomendasikan mengambil pendekatan ini karena hal terakhir yang Anda inginkan adalah merasa kecewa ketika nugget kecil Anda tiba
sadness,Saya sangat muak merasa tidak berharga dan tidak berguna dan sengsara
sadness,Saya sangat panik sehingga saya tidak merasakannya ketika kuku saya patah di dinding es yang tak tertembus meninggalkan bulan sabit merah darah mengalir di kulit sensitif
sadness,Saya sangat pendiam itu adalah campuran dari tidak tidur nyenyak dan merasa sedikit terisolasi dari kelompok besar
sadness,"Saya sangat ragu kita akan melihat Jean dan Scott muda tetapi mengingat ini akan terbatas dan tidak ada alasan untuk memiliki aktor-aktor ini di film-film masa depan karena telah diumumkan bahwa kami pindah ke AOA di fitur berikutnya, rasanya seperti kesempatan yang terlewatkan"
sadness,Saya sangat sadar berapa banyak uang tunai yang tersisa di amplop gas dan makanan saya dan saya masih memiliki apa yang ingin saya tabung untuk minggu depan yang membantu saya tidak merasa begitu stres dan takut
sadness,Saya sangat senang bahwa dia mencintai suami saya dan merasa bahwa dia tidak perlu khawatir tentang gadis bermasalah ini lagi
sadness,Saya sangat senang mereka datang dan senang saya mengambil risiko merasa bodoh
sadness,Saya sangat sensitif terhadap dingin dan karena itu saya merasa bahwa itu adalah hal yang sangat tidak menyenangkan untuk diekspos
sadness,Saya sangat takut bahwa saya akan berjalan keluar dari salon merasa menyesal tentang memotong rambut saya karena saya selalu merindukan rambut lama saya ketika saya mendapatkan potongan rambut baru
sadness,Saya sangat takut itu bahkan tidak lucu itu hanya membuat saya merasa lebih menyedihkan dan bodoh
sadness,Saya sangat takut merasa bodoh atau tidak cerdas atau mengapa saya merasa seperti saya tidak cukup pintar
sadness,Saya sangat terluka dan merasa sangat dilecehkan
sadness,Saya sangat tidak suka merasa bodoh yang merupakan perasaan yang muncul untuk saya setidaknya sekali sehari dan sering lebih sering dari itu
sadness,"Saya sangat, sangat lelah merasa seperti orang yang mengerikan"
sadness,Saya sarankan menggunakannya ketika merasa terkuras secara emosional
sadness,"Saya satu-satunya titik terang yang dia miliki sekarang, saya merasa seolah-olah saya telah dibebani dengan lebih dari yang saya kira sebelumnya"
sadness,Saya satu-satunya yang merasa tidak bahagia
sadness,Saya sebenarnya adalah untuknya jadi saya mengambil itu karena dia merasa menyesal atas apa yang telah dia lakukan
sadness,"Saya sebenarnya bukan penonton konferensi terdaftar, yah, saya berada dalam satu berurusan dengan pelecehan seksual di komunitas gay, semacam itu membangunkan beberapa perasaan yang telah lama saya tekan"
sadness,Saya sebulan kemudian merasa terluka seperti yang saya lakukan pada bulan November ketika saya mendapat emailnya
sadness,"Saya sebutkan di posting terakhir saya, saya masih merasa benar-benar lelah di akhir pekan"
sadness,Saya secara konsisten bertanya pada diri sendiri terutama ketika saya merasa rendah atau memiliki keraguan tentang masa depan saya
sadness,Saya secara tidak sengaja membantu dengan lelucon yang menyakiti perasaan teman sekelas dan mempermalukannya tanpa alasan
sadness,Saya secara umum merasa berkecil hati dengan skor tots saya yang terus menurun meskipun fakta bahwa statistik saya meningkat pesat
sadness,Saya sedang duduk di gereja pagi ini dan melihat sekeliling pada berbagai orang yang berhamburan bangku gereja dan bertanya-tanya berapa banyak dari mereka yang merasa dipukuli tepat pada saat ini
sadness,"Saya sedang duduk di sudut mendidih dalam kotoran saya sendiri, merasa dibenci sendirian, tidak layak dan dilanggar;"
sadness,Saya sedang membaca selama perjalanan pesawat yang agak tidak menyenangkan tempo hari dan tidak merasa ingin membaca hal-hal yang tidak menyenangkan jadi saya melewatkan uruk hai sepenuhnya dan untuk pengalaman membaca penuh harus kembali ke sana di beberapa titik
sadness,Saya sedikit berkaca-kaca dan merasa sedikit kasihan pada diri saya sendiri
sadness,Saya sedikit bingung dengan pelajaran dan dia dengan mulus melompat untuk mendukung saya tanpa membuat saya merasa bodoh atau menyimpulkannya kepada anak-anak
sadness,"Saya sedikit tertekan, benar-benar merasa dikalahkan"
sadness,Saya segera kembali merasa menyebalkan lagi
sadness,Saya seharusnya berada di pub alih-alih saya tinggal di rumah dengan perasaan muram dan tertekan
sadness,Saya seharusnya menjadi kuat ketika saya merasa sangat terhambat
sadness,Saya sehat saat itu iklan dingin yang ringan tapi menjengkelkan ini sekarang pilek baru yang membuat saya merasa tidak enak untuk dia hari terakhir
sadness,Saya sekarang khawatir tetapi saya mulai merasa sangat bodoh karena bahkan tidak mengetahui dasar-dasarnya
sadness,Saya sekarang merasa bahwa makanan harus dinikmati dan tidak disalahgunakan
sadness,Saya sekarang merasa hampir pasrah dengan hilangnya harapan dan impian yang pernah saya miliki
sadness,"Saya sekarang merasa seperti saya terlihat sangat jelek, beberapa orang berpikir saya terlihat terbelakang"
sadness,Saya sekarang tahu berapa banyak otot yang dimiliki tubuh karena saya bisa merasakan masing-masing dari mereka sakit
sadness,Saya sekarang tidak bisa membantu tetapi merasa seperti saya telah terkelupas seperti beban yang tidak diinginkan kathumped di tanah
sadness,Saya selalu berakhir menangis dan merasa sangat terluka seperti ini adalah akhir dunia
sadness,"Saya selalu berpikir bahwa jika saya tertular sesuatu dari salah satu dari orang-orang itu dan meneruskannya kepadanya, saya akan merasa tidak enak, tetapi setelah saya mendapatkan tes IMS, saya pikir pada dasarnya saya sudah jelas"
sadness,Saya selalu kecewa bahwa tidak ada yang cukup perseptif tetapi sekali lagi jika saya khawatir tentang orang-orang yang menonton saya maka saya harus merasa kecewa pada diri sendiri karena tidak menonton mereka
sadness,Saya selalu kilas balik ke dia berbicara tentang perasaan terbebani tampil di acara radio sendirian di Lee Jaeryong Jungeuns Good Morning
sadness,Saya selalu memaafkan dan masih merasa sakit hati
sadness,"Saya selalu memberikan perhatian yang kuat terhadap orang lain yang melihat kesejahteraan masyarakat sebelum kesejahteraan saya sendiri, tetapi pada akhirnya saya merasa sangat menyebalkan"
sadness,"Saya selalu memiliki orang-orang dalam hidup saya yang telah berusaha keras untuk menjatuhkan saya, membuat saya tersandung, atau membuat saya merasa seolah-olah saya benar-benar atau tidak cukup layak"
sadness,Saya selalu menantikan kehidupan yang terasa membosankan dan mati rasa
sadness,Saya selalu mencampuradukkan kata-kata dan huruf dan saya merasa seperti inhaler yang saya ambil kembali di perguruan tinggi adalah penyebab otak saya rusak secara permanen
sadness,Saya selalu menginginkan es krsaya ketika saya merasa buruk
sadness,Saya selalu menyesal ketika saya melakukannya karena itu membuat saya merasa jelek selama berlari tetapi saya tahu saya tidak akan berada di rumah dan mandi sampai hampir jam makan siang bagi saya
sadness,Saya selalu merasa agak sedih bagi mereka ketika figur otoritas akhirnya muncul di tempat kejadian dan memeras semua kesenangan berisiko dari waktu bermain mereka
sadness,Saya selalu merasa canggung
sadness,Saya selalu merasa canggung ketika saya sendirian di tengah kerumunan teman sebaya dan merasa perlu berteman
sadness,Saya selalu merasa hancur ketika pertunjukan ditutup karena rasanya seperti lebih dari sekedar akhir dari produksi
sadness,Saya selalu merasa kotor dan terbiasa
sadness,Saya selalu merasa mereka suka mengganggu kami terutama ketika sedang melakukan sesuatu dan kami tidak suka diganggu oleh siapa pun
sadness,Saya selalu merasa perlu untuk memecah keheningan canggung yang membuatnya semakin canggung
sadness,Saya selalu merasa sangat tidak penting sehingga saya selalu bertanya-tanya apakah orang mengingat hari ulang tahun saya
sadness,Saya selalu merasa sedikit malu
sadness,"Saya selalu merasa sedikit malu dengan pengetahuan sejarah Amerika saya, jadi saya ingin belajar lebih banyak ketika saya bisa"
sadness,Saya selalu merasa sedikit sedih ketika dia pergi karena kami agak memiliki tema ren dan minsaya tentang kami minyak dan air Gemini dan teman-teman belahan jiwa Scorpio
sadness,"Saya selalu merasa sedikit tidak berharga, hampir mengutuk diri sendiri, seperti saya harus melakukan lebih banyak, lebih banyak menyelamatkan dunia, suatu hari pada suatu waktu, seorang pengkhotbah di podium, seorang konselor untuk remaja, ibu lajang yang berjuang, seorang penulis, seorang pembicara motivasi, seorang ibu super untuk bayi laki-laki saya"
sadness,Saya selalu merasa seperti hidup telah terkuras dari saya dan bahwa saya telah disuntik dengan semacam racun
sadness,Saya selalu merasa seperti ini dalam suasana hati ini tetapi masih tidak menyenangkan
sadness,Saya selalu merasa seperti saya sepenuhnya menyedihkan dan membutuhkan tetapi orang-orang itu biasanya mengatakan kepada saya bahwa saya tidak hanya lebih tenang dari biasanya
sadness,Saya selalu merasa seperti saya telah diserang oleh foto-fotonya
sadness,Saya selalu merasa stres
sadness,Saya selalu merasa terdorong secara rohani tetapi benar-benar terkuras secara fisik
sadness,Saya selalu merasa tidak enak setelah itu dan bahkan lebih tidak berdaya yang merupakan hal lain yang melanggengkan depresi saya
sadness,Saya selalu merasakan hal yang kosong
sadness,Saya selalu merasakan kesedihan dan sakit di hati saya ketika saya melihatnya
sadness,"Saya selalu takut bagaimana siswa benar-benar merasa membosankan, sulit dimengerti atau puas"
sadness,Saya senang bisa kembali ke sana dan tahu itu tidak akan terasa jelek selamanya
sadness,Saya senang dan saya ingin dia bangga belajar di rumah dan tidak merasa malu
sadness,"Saya senang dan sedikit terganggu, saya kira perasaan melankolis ini membawa saya kembali ke hal yang membawa mereka"
sadness,Saya senang dengan kecepatan balapan saya secara resmi dan kemampuan saya untuk menyatukannya ketika saya mulai merasa jelek
sadness,Saya senang dengan kemajuan tetapi saya juga mulai merasa sedikit putus asa
sadness,Saya senang dia baik-baik saja tetapi itu membuat saya merasa lebih sendirian dalam kesedihan saya
sadness,Saya senang diperkenalkan dengan lingkungan perpustakaan jenis baru tetapi pada saat yang sama saya merasa stres tentang hal itu karena itu berarti saya tidak benar-benar mendapatkan liburan
sadness,"Saya senang mendengar kisah-kisah iman dari orang-orang percaya lainnya, kadang-kadang cerita-cerita ini membuat saya merasa tidak mampu dan bersalah"
sadness,Saya sendiri menangis dan merasa tidak dicintai meskipun saya tahu bahwa saya
sadness,Saya sendiri merasa meleleh dan cukup sengsara sehingga saya hanya bisa membayangkan apa yang pasti dia alami
sadness,"Saya seorang INFP, orang yang sangat kuat, introvert, Anda bisa mengatakan saya sangat emosional bahkan tentang hal-hal yang paling tidak penting"
sadness,Saya seorang introvert yang saya maksud saya mendapatkan kembali energi sendirian dan lebih disukai di tempat yang tenang sehingga saat-saat di dapur kru ketika ada banyak orang di tempat yang relatif kecil semua berbicara sekaligus dapat membuat saya merasa lelah dan membutuhkan ruangan gelap dengan apa-apa selain suara ikan paus
sadness,Saya seorang Kristen dan menghargai poin-poinnya tetapi saya merasa itu akan ditolak oleh mereka yang tidak percaya
sadness,"Saya seorang selebriti atau politisi, saya dapat menyewa pengawal yang membawa senjata, dan saya tidak perlu meminta maaf, menjelaskan, atau merasa malu dengan pilihan ini"
sadness,Saya sepenuhnya memahami frustrasi yang dirasakan banyak penggemar tetapi sebagai target kosong href http twitter
sadness,"Saya sepenuhnya memahami perasaan dipukuli, terluka, dan kehilangan"
sadness,"Saya sering beruntung dan kebanyakan hal berhasil untuk keuntungan saya, tetapi pada saat yang sama saya merasa bahwa saya dapat menerima ketidakberuntungan sesekali"
sadness,Saya sering kali merasa tersesat di sini karena semua teman kami tampaknya meninggalkan kami dan pindah
sadness,Saya sering melihat kembali masa muda saya dan merasa malu dengan hal-hal yang telah saya lakukan
sadness,"Saya sering menemukan diri saya di lingkungan yang tidak bersahabat, daun saya merasa rusak, bunga saya mati di pokok anggur;"
sadness,Saya sering menemukan diri saya merasa diserang oleh banyak kesan inderawi
sadness,Saya sering menggunakan kata poggy ketika kami tumbuh bersama ketika kami merasa sangat jelek atau umumnya tidak terlalu baik hari-hari ketika semua yang ingin Anda lakukan adalah tetap di tempat tidur dan bersembunyi dari dunia luar
sadness,Saya sering merasa bahwa saya tunduk dengan tidak terbuka dan jujur tentang keinginan dan kebutuhan saya secara teratur
sadness,Saya sering merasa bahwa segala sesuatu di sekitar saya begitu-dan tanpa tujuan
sadness,Saya sering merasa ini adalah cacat yang sangat disayangkan yang saya miliki
sadness,Saya sering merasa kecewa dengan keputusan saya dan siapa saya dan menyebut diri saya nama
sadness,Saya sering merasa kecewa tetapi saya memandangnya sebagai ujian kemauan dan ujian karakter
sadness,Saya sering merasa kesepian
sadness,Saya sering merasa membosankan dan kosong di dalam seperti saya tidak lebih dari mesin belajar dan ya saya memberi diri saya istirahat
sadness,"Saya sering merasa sangat suram, selalu ada program pemerintah besar lainnya di cakrawala: kebebasan kita secara konsisten dikontrak, dompet kita dicuri untuk kepentingan kucing gemuk, bankir perusahaan, dan publik terus memilih politisi yang mencuri dari kita setiap hari;"
sadness,Saya sering merasa seperti kakak perempuan yang letih saat berada di sekitar mereka
sadness,Saya sering merasa seperti saya dihukum karena kekuatan yang saya miliki yang hampir lebih buruk daripada tidak ada yang memperhatikan nilai saya
sadness,"Saya setahun kemudian lebih berat dari yang pernah saya dapatkan kembali bahwa lbs dalam minggu-minggu saya hamil mencoba memilah-milah perasaan untuk pernikahan saya yang bermasalah, kehilangan hati saya, bermimpi menari, bertanya-tanya apakah sakit pernah menginginkan lebih banyak anak lagi dan apakah itu membuat saya menjadi orang yang mengerikan"
sadness,Saya siapa pun hari yang indah hari ini cuaca berjalan terlambat dengan kehidupan umumnya dan tidak melakukan seni apa pun hari ini namun merasa sedikit kehilangan
sadness,"Saya sudah berusaha keras untuk menjadi perhatian sebanyak mungkin kepada orang lain, tetapi sekarang saya merasa seperti dilecehkan"
sadness,Saya sudah bisa merasakan suasana yang membosankan benar-benar
sadness,"Saya sudah melihat diri saya untuk tidak dimanjakan dengan intensitas tinggi merasa rindu kampung halaman, tetapi saya pikir saya baru saja melakukannya"
sadness,"Saya sudah menangis, saya merasa sangat stres dan saya belum memberi tahu siapa pun atau menunjukkan banyak bagaimana perasaan saya dan betapa stresnya saya tentang sekolah"
sadness,Saya sudah menyebutkan bahwa perusahaan tempat saya melakukan wawancara telepon memutuskan bahwa saya tidak cocok untuk posisi itu dan saya merasa ditolak
sadness,Saya sudah merasa bangkrut
sadness,Saya sudah merasa jelek secara mental dan itu konyol
sadness,"Saya sudah merasa kurang tidur dan kekurangan waktu, tetapi jika saya benar-benar ingin menjadi orang yang dapat saya banggakan, saya harus mulai berinvestasi dan berhenti membayar jumlah minimum pada kartu kredit saya"
sadness,Saya sudah merasa lelah dan itu adalah masalah bertahan hidup sejak saat itu dan seterusnya
sadness,Saya sudah merasa menangis
sadness,Saya sudah merasa rindu kampung halaman selama beberapa bulan mungkin sejak Natal
sadness,Saya sudah merasa rindu kampung halaman untuk negara yang bukan milik saya
sadness,Saya sudah merasa sangat buruk saya serius tidak perlu siapa pun untuk memberi saya komentar
sadness,Saya sudah merasa sangat rendah
sadness,Saya sudah merasa terbebani untuk menulis menulis menulis
sadness,Saya sudah mulai merasa terkuras
sadness,Saya suka beberapa liputan media tetapi kadang-kadang saya merasa mereka menempatkan gambar yang jelek
sadness,Saya suka berjalan-jalan ketika saya merasa bermasalah
sadness,Saya suka di sini bahkan ketika saya merasa putus asa
sadness,"Saya suka ini atau itu, ini adalah upaya bawah sadar untuk menutupi atau menghilangkan perasaan mendalam yang selalu menyertai ego, ketidakpuasan, ketidakbahagiaan, rasa ketidakcukupan yang begitu akrab;"
sadness,Saya suka ketika semuanya terlihat begitu cerah bahkan saya merasa sangat membosankan
sadness,Saya suka keyboard saya ditendang di gigi saya dan merasa buruk tentang diri saya sebagai penulis tetapi karena saya ingin tahu bagaimana saya dapat meningkatkan dan bertanya-tanya apa yang saya lakukan salah untuk mendapatkan hanya satu bintang
sadness,Saya suka kucing dan saya merasa laba-laba diremehkan dan dibenci
sadness,"Saya suka membaca ini ketika saya merasa tidak mampu, saya tahu kesalahan terjadi dan terkadang itu adalah kesalahan yang sempurna"
sadness,"Saya suka mencintai orang dan ketika saya mendapat kesempatan untuk benar-benar menunjukkan bagaimana perasaan saya, saya akan melakukannya tidak peduli betapa bodohnya kedengarannya"
sadness,"Saya suka menjahit, memasak, dan juga mencoba-coba seni media campuran ketika saya merasa ingin berantakan"
sadness,Saya suka menyukainya dan merasa lesu jika saya tidak berkeringat selama lebih dari tiga hari
sadness,Saya suka merasa hancur
sadness,Saya suka merasa Lily bergerak dan sangat merindukannya
sadness,Saya suka merasa tunduk atau setidaknya kekasih saya dominan
sadness,Saya suka museum di sana dan meskipun saya suka seni saya merasa sangat bodoh tidak mengetahui semua lukisan ini
sadness,Saya suka mussaya dingin jadi mungkin saya harus bahagia tapi saya tidak bisa merasa murung dan tertekan
sadness,Saya suka penulis sastra anak-anak yang tidak merasa perlu untuk membodohi hal-hal untuk anak-anak
sadness,Saya suka perasaan energi yang menyegarkan ketika sudah seminggu cuaca suram dan kemudian langit biru yang sangat besar tidak ada awan yang terlihat hari ini
sadness,Saya suka perasaan ini saya merasa bahwa meskipun hujan ini meskipun langit suram saya merasa baik dan saya merasa baik-baik saja
sadness,Saya suka perasaan sakit oh apa hal-hal hambar yang disebut di sisi depan otot betis saya dan saya suka fantasi bahwa suatu hari nanti saya akan ditampilkan dalam Sports Illustrated sebagai model baju renang tahun ini mungkin mereka akan membuat edisi khusus untuk baby boomer
sadness,Saya suka tantangan yang bagus tetapi tidak dengan mengorbankan perasaan terhina
sadness,Saya suka ungkapan memiliki perasaan tunduk kemudian tunduk
sadness,Saya suka yang menonton daftar hadiah saya dan ketika dia tahu saya merasa tidak dicintai dia mengejutkan saya seperti ini
sadness,"Saya tahu ada saat-saat di mana beberapa hal mimpi buruk mungkin benar-benar terjadi pada kita, tetapi ketika memimpikan penglihatan buruk muncul begitu saja di benak kita dan membuat kita merasa tidak enak"
sadness,Saya tahu ada sedih untuk membaca tetapi memungkinkan wanita lain yang merasa sendirian tentang hal itu
sadness,Saya tahu ada sejuta kereta bayi dan bayi di dunia tetapi pikiran bahwa kereta dorong saya telah membuat seseorang merasakan betapa saya merasa berkali-kali menghancurkan hati saya
sadness,Saya tahu ada sesuatu yang tidak beres karena saya merasa sangat buruk
sadness,"Saya tahu adalah bahwa meskipun sulit dan kadang-kadang kita merasa tidak memadai, terkuras dan seperti kita tidak bisa melangkah lebih jauh dan hanya perlu istirahat bahkan selama satu atau dua minggu"
sadness,Saya tahu analogi gay tapi saya merasa menangis
sadness,Saya tahu Anda mengatakan Anda tidak tetapi ada banyak kemarahan bahwa saya berada di ujung penerima dan itu hanya bagaimana saya merasa saya mungkin pantas untuk dibenci juga
sadness,Saya tahu bagaimana perasaan Anda semua bahwa MIL saya telah membenci saya sejak hari
sadness,"Saya tahu bagaimana perasaan Anda, saya dilecehkan secara fisik sebagai seorang anak oleh seorang anggota keluarga dan dipukuli oleh ayah saya sampai dia meninggal ketika saya dan kemudian kakak laki-laki saya memukuli saya sampai saya pindah"
sadness,"Saya tahu bagaimana perasaan Anda, saya minta maaf Anda merasa seperti itu"
sadness,Saya tahu bagaimana rasanya ketika saya membaca seseorang yang menderita kesakitan secara mental
sadness,Saya tahu bagaimana rasanya menderita rasa sakit dan kesedihan dan kesepian dan mengetahui bahwa Ibu menderita karena penyakitnya
sadness,Saya tahu bagaimana saya terdengar dan saya merasa buruk tentang diri saya karena terdengar seperti itu dan untuk merasakan cara saya terdengar tetapi saya memberikan kontribusi yang baik di tempat kerja hari ini dan sekarang chip ada di bahu saya ketika saya berpikir tentang penganiayaan yang saya terima
sadness,Saya tahu bahwa akan ada hari-hari di mana saya akan merasa putus asa
sadness,Saya tahu bahwa Ann masih merasa sangat rindu kampung halaman
sadness,"Saya tahu bahwa dalam perasaan kesepian, keadaan berlinang air mata, saya memiliki banyak yang berdiri bersama saya;"
sadness,Saya tahu bahwa dia bahkan belum mendengar apa yang saya katakan sehingga membuat saya merasa tidak penting baginya
sadness,"Saya tahu bahwa itu sulit karena Anda mungkin merasa tidak berdaya atau apa pun, tetapi kadang-kadang itu adalah sesuatu yang melampaui apa yang dapat Anda lakukan"
sadness,"Saya tahu bahwa jika persepsi inti saya tidak bergeser maka tidak peduli berapa kali saya dapat memeriksa sesuatu yang saya dapatkan dari seorang teman, kesehatan yang lebih baik, pekerjaan yang bermanfaat, saya hanya akan pindah ke daftar saya dan menemukan sesuatu yang lain untuk merasa membutuhkan"
sadness,Saya tahu bahwa ketika kita merasa begitu terpukul dan kita berpisah sehingga rasanya seolah-olah Juruselamat begitu jauh
sadness,Saya tahu bahwa ketika saya makan dengan mengerikan saya merasa tidak enak
sadness,Saya tahu bahwa lain kali saya merasa sangat membutuhkan dan menginginkan sesuatu tidak peduli seberapa kecil saya akan mengatakannya
sadness,Saya tahu bahwa saya akan merasa berkecil hati setelah itu karena hal yang tidak diketahui dan tidak dapat didefinisikan yang tidak dapat saya kaitkan dengan apa pun
sadness,"Saya tahu bahwa saya bahkan lebih tidak layak untuk memfasilitasi anak-anak Anda, dan saya merasa benar-benar sedih bahwa campur tangan saya dengan pekerjaan Anda telah menghambat, merusak, atau menghancurkan janji yang pernah ditanamkan oleh Roh Anda kepada mereka;"
